lower_super_output_area,names,population_density,population_density_log,household_composition_couple_household_without_dependent_children,household_composition_other_multi_person_household,tenure_owned_outright,tenure_owned_with_a_mortgage_or_loan,dwelling_type_whole_house_or_bungalow_detached,dwelling_type_flat_maisonette_or_apartment,economic_activity_employment_rate,qualifications_highest_level_of_qualification_apprenticeship,qualifications_highest_level_of_qualification_other_qualifications,health_fair_health,health_bad_or_very_bad_health,road_casualties_2011_total
E01000417,Bexley 006B,74.5,4.310799 ,34.9,5.8,33,30.7,11.7,41.8,62.9,3.9,6.8,17.1,6.3,4
E01000419,Bexley 006C,26.4,3.273364 ,36,7.4,51,42.6,4.6,3.6,62.6,6,5.4,14.4,4.6,0
E01000420,Bexley 006D,27.5,3.314186 ,37.1,7.9,44.7,43.2,10.7,16.7,65,4.8,4.7,13.3,4.3,1
E01000442,Bexley 006E,30.7,3.424263 ,35.9,6.1,43.6,41.4,3.7,9.5,64.1,4.6,5,14.4,5.5,7
E01000437,Bexley 007A,26.6,3.280911 ,34.1,5,38.6,47.2,3.1,1,63.5,5.1,4.2,13.2,4.6,2
E01000438,Bexley 007B,18.3,2.906901 ,32.9,7.8,32.9,51.1,3.2,7.1,66.1,4.7,5.9,10.3,4,1
E01000439,Bexley 007C,25.2,3.226844 ,28,8.9,24.4,44.2,3.7,13.4,67,2.7,5.1,11.5,4.1,3
E01000440,Bexley 007D,24.2,3.186353 ,40.2,7.9,50.5,43.1,7.8,0.2,63.9,6.4,7,15.1,3.7,3
E01000441,Bexley 007E,23.6,3.161247 ,23.2,7,21,36.2,7.5,32.4,61.2,3.5,5.8,12.1,5.6,4
E01000373,Bexley 008A,8.9,2.186051 ,11.3,6.8,3.9,10.6,0.7,80.2,52.7,1.9,7.2,12.1,4.5,0
E01000429,Bexley 008B,31,3.433987 ,16.3,7.1,6.4,29.8,3.2,46.9,55.6,2.3,6.6,12.8,4.4,1
E01000430,Bexley 008C,151,5.017280 ,25.5,7.5,15,49.4,2,15,66.4,2.8,6.5,10.8,4.3,1
E01000431,Bexley 008D,14.7,2.687847 ,16.7,7.8,10.3,23.8,1.9,46,52.3,1.8,7.1,13.3,5.7,0
E01000432,Bexley 008E,46.1,3.830813 ,26.3,9.4,23.6,35.9,2.4,13.3,57.1,2.6,6.3,15.7,6.6,1
E01000433,Bexley 008F,31.1,3.437208 ,21.1,9.2,16.7,29.4,5.2,46.2,54.8,3.1,5.4,13,5.9,2
E01000434,Bexley 008G,154.8,5.042134 ,17.8,6,9.9,21.3,3.5,20.8,54.6,2.4,7,15.2,7.1,1
E01000356,Bexley 009A,30.9,3.430756 ,42.7,8.6,53.3,35.2,4.7,7,63,6.6,5.5,14.2,6.4,9
E01000357,Bexley 009B,20.2,3.005683 ,37.7,6.6,42.6,51,1.4,0.8,68,5.3,3.4,7.4,2.4,0
E01000359,Bexley 009C,20.4,3.015535 ,40.8,4.7,46.5,46.3,2.8,5,65,5.1,4.3,12.7,2.7,4
E01000421,Bexley 009D,28.9,3.363842 ,39.8,5.5,57.2,39,3.3,0.8,61.7,5.8,5.8,16.1,6.5,4
E01000450,Bexley 009E,22.9,3.131137 ,27.9,10.7,29.5,42.6,2.7,16.6,60.5,3.4,5.1,12.4,5.3,1
E01000451,Bexley 009F,20.8,3.034953 ,34.5,7.1,34.5,57.8,1.9,2.8,67.6,4.2,4.1,10.4,3.4,1
E01000452,Bexley 009G,15.9,2.766319 ,32.1,6.3,33.1,59.4,1.8,2,72.2,4.3,5.2,9,2.6,3
E01000367,Bexley 010A,26.2,3.265759 ,28.3,6.9,25.5,30.9,2.6,16.8,60,2.8,5.5,14.5,7.7,4
E01000368,Bexley 010B,23.8,3.169686 ,21.7,7.6,16,34,1.1,24.5,61,3.1,4.5,14,6.4,2
E01000372,Bexley 010C,22.9,3.131137 ,26.8,9.6,22.8,35.4,5.8,17.7,55.8,3.3,6.3,12.3,8.8,1
E01000380,Bexley 010D,22.5,3.113515 ,24.7,2.2,12.1,28.1,1.3,50.3,68,3.2,4.2,17,6.1,19
E01000435,Bexley 010E,17.5,2.862201 ,28,4.4,24.8,33,2.2,40.2,58.7,3.7,4.1,12.7,6.8,1
E01000353,Bexley 011A,33.8,3.520461 ,45.2,6.2,55.7,40.8,16.5,0.4,65,5.5,4.8,14.9,4.4,2
E01000354,Bexley 011B,20.5,3.020425 ,29.7,5.1,30.3,40.1,2.9,22.3,66,4.6,4.4,13,5,2
E01000355,Bexley 011C,42.1,3.740048 ,39.8,5.5,52.7,41.8,12,1,62.3,5.2,4.6,14.7,5.8,5
E01000358,Bexley 011D,29.5,3.384390 ,36.7,8,46.7,40.8,3.8,27.4,68.4,5.8,4.9,12.2,4,4
E01000436,Bexley 011E,27.7,3.321432 ,42.8,5.5,45.4,46,2.4,3.5,67.5,5,5.3,11,4.2,4
E01000401,Bexley 013A,27,3.295837 ,27.6,8.9,24.3,37.4,2.4,19.3,61.9,2.9,5.6,15,7.8,4
E01000453,Bexley 013B,21,3.044522 ,37.4,8.6,37.6,53.8,1.7,6.1,69.6,4.5,5.4,11.3,2.6,0
E01000454,Bexley 013C,20.5,3.020425 ,30.6,8.3,28,45.4,1.4,18.2,64.1,4.5,5.5,15.4,6.2,0
E01000455,Bexley 013D,26.3,3.269569 ,35.4,9.6,41.7,47.9,1.8,3.9,68,4.1,4.3,10.3,4.4,0
E01000456,Bexley 013E,16.9,2.827314 ,35.9,5.7,41.7,51.7,1.2,0.4,70.6,4.7,5.3,9.6,3.8,2
E01000325,Bexley 014A,39.1,3.666122 ,38.9,6.2,46.5,46.5,3.7,4.1,67.9,4.9,3.9,10.1,2.9,1
E01000326,Bexley 014B,27.3,3.306887 ,34.9,5,28.3,58.3,0.9,4.7,75.2,3.9,3.7,9.7,3.1,4
E01000369,Bexley 014C,26.6,3.280911 ,38.5,7.2,36.7,47.3,3.3,8.8,65,4.7,5.9,12.8,5.1,4
E01000370,Bexley 014D,32.6,3.484312 ,40.2,5.2,40.7,40.5,14.5,13.6,65.3,5.4,4.5,13.5,5.1,5
E01000371,Bexley 014E,23.1,3.139833 ,37.5,4.7,37.2,52.1,2.5,23.5,70.5,4.9,4.5,12.9,4.1,1
E01000360,Bexley 015A,44,3.784190 ,26.1,10.3,26.3,41.2,10,34.9,68.9,3.5,7.1,11.9,5,17
E01000362,Bexley 015B,39.4,3.673766 ,35,5,49.7,37.7,11.3,17.1,65.3,3.6,3.9,14.7,3.8,8
E01000365,Bexley 015C,34.1,3.529297 ,31.6,7.6,39.4,37.1,6,40,64.1,4.6,5.9,17.3,5.5,2
E01000366,Bexley 015D,23.6,3.161247 ,32.8,7,33.3,47.5,7,16.6,71.8,2.6,3.6,11.9,3.8,2
E01000394,Bexley 015E,23.7,3.165475 ,32.1,7.9,41.8,38.1,6.1,26.3,67.5,4,5.6,12.1,5.3,0
E01000388,Bexley 016A,53,3.970292 ,39.9,8.4,50.7,40.4,14.7,4.9,59.4,5.2,5.2,15.8,5,3
E01000392,Bexley 016B,22.1,3.095578 ,19.1,8.1,17.4,30.6,1.6,56.4,63.4,2.9,6.4,12.6,5,6
E01000409,Bexley 016C,22.7,3.122365 ,39.8,5.4,41.4,51.9,1.2,1.4,69.7,3.9,5.9,9.8,2.6,2
E01000411,Bexley 016D,19.1,2.949688 ,37.4,6,39.2,53,1.8,1.2,66.9,3.8,4.5,14.1,3.2,2
E01000414,Bexley 016E,29.5,3.384390 ,25.4,11.1,38.7,35.3,5.1,32.1,62.9,3.5,8.4,12.6,5.1,13
E01000415,Bexley 016F,22.9,3.131137 ,42.6,6.3,47.1,47.9,5.2,1.7,66.4,5.1,4,10.2,3.7,4
E01000327,Bexley 017A,39.2,3.668677 ,38.7,6.3,46,42.2,14.8,12.6,65.7,5.7,5.2,12.2,3.7,6
E01000328,Bexley 017B,54.3,3.994524 ,38.1,3.2,41.6,45.8,11,16.9,65.1,5.6,5.4,13,4.2,0
E01000329,Bexley 017C,48.1,3.873282 ,31.9,5.8,37.5,36.2,4.9,12.9,63.2,3.4,4.5,13.3,4.6,3
E01000330,Bexley 017D,25.5,3.238678 ,25.8,4.7,34.7,34.8,5.1,39,64,3.7,5,17.8,6.2,8
E01000331,Bexley 017E,53.4,3.977811 ,30.6,7.1,28.2,37.1,4.2,17.4,60.3,4.5,4.3,16,6.5,6
E01000340,Bexley 018A,23.3,3.148453 ,36.7,4.5,43.3,44.9,10.6,6.8,67.5,4.3,4.1,12.7,6.1,1
E01000395,Bexley 018B,32.1,3.468856 ,39.1,8.4,45.7,48.7,3.2,1.4,66.7,5.6,3.8,11.6,3.4,5
E01000396,Bexley 018C,21.9,3.086487 ,35.5,8.5,41.8,51.1,1,0.6,69.4,4.4,4.7,12,4.1,1
E01000410,Bexley 018D,27.3,3.306887 ,32.8,8.2,38,51.3,3.4,6.1,69.5,3.2,4.7,10.7,3.8,5
E01000412,Bexley 018E,24.5,3.198673 ,31.3,8.9,34.5,52.7,2.9,10.8,71.8,3.9,4.6,10.1,3.8,4
E01000413,Bexley 018F,20.7,3.030134 ,34.3,8.5,34.9,53.1,1.1,8.1,69.6,5.7,5,11.8,2.9,4
E01000374,Bexley 019A,74.4,4.309456 ,21.5,8.4,15.9,37.1,2.4,1.7,54.7,2.8,5.6,13.4,6.8,4
E01000375,Bexley 019B,42.9,3.758872 ,28.8,8,25.3,44.4,1.7,8.8,60.7,3.4,3.1,14,5.1,4
E01000376,Bexley 019C,55,4.007333 ,28.7,7.9,29.7,47.9,3.7,8.3,67,3.8,5.4,11.1,4.4,4
E01000377,Bexley 019D,43.1,3.763523 ,33.7,4.6,37.6,46.1,5.4,29.6,67.3,4.5,5.6,14.2,4,4
E01000378,Bexley 019E,126.2,4.837868 ,25.3,5.1,24.7,40.4,10.4,42.4,69.6,3.9,5.5,12.4,5.8,21
E01000379,Bexley 019F,32.4,3.478158 ,27,8,28.7,44.9,10.9,8.6,64.6,4.3,4.3,11.6,5.6,1
E01000348,Bexley 020A,29.3,3.377588 ,44.2,4.4,41.1,54.5,15.6,0.9,66.4,5.7,3,10.1,3.4,1
E01000349,Bexley 020B,33.3,3.505557 ,40.8,4.3,46,46.5,22.8,6.8,67.2,4.9,4.3,12.4,4.5,10
E01000361,Bexley 020C,28.5,3.349904 ,30.6,6.3,35.4,47,12.5,6.7,69.2,4.3,4,12,2.9,1
E01000363,Bexley 020D,41.9,3.735286 ,40.2,7.6,45.1,43.9,29,11.3,67.2,4.9,4.6,11.9,3.6,2
E01000389,Bexley 020E,44.2,3.788725 ,36,5.9,36.7,38.7,20.9,34.6,67.2,3.3,4.3,12.6,3.9,4
E01000390,Bexley 020F,54.5,3.998201 ,37.3,6.8,44.7,43.1,16.6,13,66.1,3.8,6.4,13.8,5,13
E01000393,Bexley 020G,27.6,3.317816 ,33.1,6.3,34.7,48.9,3.2,7.1,68.9,4.4,4.1,12.8,4.6,5
E01000346,Bexley 021A,34.8,3.549617 ,34.6,5,39.4,53.4,2.5,1,71,2.9,3.8,10.7,4.2,2
E01000347,Bexley 021B,19.7,2.980619 ,28.3,5.3,35.1,47.9,1.9,15.1,65.3,3.3,3.5,12,4.4,6
E01000350,Bexley 021C,26.9,3.292126 ,37.6,7.7,41.5,46.4,1.9,5.8,67.5,4.1,4.3,10.7,3.8,5
E01000352,Bexley 021D,34.4,3.538057 ,29.3,5.6,31.8,45.6,7.6,35.4,66.8,3.9,4.6,11.7,4.3,11
E01000391,Bexley 021E,46.5,3.839452 ,33.7,5.7,34,50.9,1.5,1.5,67.9,4.5,4.2,10.9,3.4,3
E01000341,Bexley 022A,24.3,3.190476 ,38,2.6,47.2,44.8,11.6,9,67.3,5.4,4.6,12.3,3.6,0
E01000342,Bexley 022B,21.9,3.086487 ,34,3.3,34.5,53.7,2.6,13.3,71.1,3.4,3.8,12,3.4,0
E01000343,Bexley 022C,30.3,3.411148 ,34.2,7.6,37.6,50.2,6.3,8.1,66.2,4.7,4.2,10.2,3.1,1
E01000345,Bexley 022D,20.8,3.034953 ,37.2,5.1,37.8,54.2,6.8,0.8,68.9,4.5,3.3,9.9,3.1,3
E01000460,Bexley 022E,51.6,3.943522 ,43.6,6.6,40.8,48.8,32.6,10.9,67.4,3.5,3.9,6.9,2.1,0
E01000364,Bexley 023A,43.3,3.768153 ,34.4,6.9,43.5,39.3,17.5,22.7,66.4,3.9,4.6,14.9,4.3,7
E01000444,Bexley 023B,138,4.927254 ,45.7,5.4,52.1,39,63.3,4.1,63.5,4.2,4.5,10.3,3.9,1
E01000447,Bexley 023C,99.2,4.597138 ,26.5,6,30.2,39.1,8.4,30.2,72.5,3.8,3.3,11.1,4,24
E01000448,Bexley 023D,45.6,3.819908 ,47.6,3.6,53.4,43.5,40.4,1.6,65.2,3.7,3.7,10,2.4,3
E01000449,Bexley 023E,45.7,3.822098 ,37.2,4.9,52.9,35.8,33.8,25.1,63.7,3,3.8,13.9,4.2,2
E01000351,Bexley 024A,31.3,3.443618 ,39.1,6.7,43.7,48.2,9.7,0.6,68,4.7,4.6,12.7,3.7,4
E01000443,Bexley 024B,27.4,3.310543 ,29.6,4.9,32.5,43.9,4,9.6,63.3,3.6,4.1,12.9,5.9,1
E01000445,Bexley 024C,59.1,4.079231 ,39.7,4.7,53.3,37.4,13.8,6.5,63,3.9,4,12.7,4,2
E01000446,Bexley 024D,28,3.332205 ,38.9,5,32.9,56.5,1,3.1,72.9,4,3.7,11.7,3.4,1
E01000461,Bexley 024E,54.1,3.990834 ,43.8,7.6,43.9,49.7,3.8,1.4,67,3.9,3.9,9.4,3,2
E01000339,Bexley 025A,25.5,3.238678 ,37.4,5.5,33.4,39.5,4.1,5.4,64.8,5,4.5,13.7,5.6,0
E01000344,Bexley 025B,22.6,3.117950 ,33.9,4.3,40.6,46.1,7.3,9.7,68.6,4.4,3.8,12.3,4.2,1
E01000423,Bexley 025C,28.3,3.342862 ,41.1,6.2,45.2,48.4,3.9,7.8,68.9,3.9,3.9,11.4,3.8,3
E01000425,Bexley 025D,36.7,3.602777 ,44.1,6.3,48.3,48,7.1,0.5,66.2,3.6,3.7,11.8,5.7,0
E01000463,Bexley 025E,23.6,3.161247 ,35.4,7.3,39.2,52.9,10.5,1.3,67.7,4.9,3.9,11.5,2.7,3
E01000424,Bexley 026A,38.6,3.653252 ,35.3,6.5,39.9,45.8,24.8,45.3,66.8,3.2,3.7,12.5,4.6,2
E01000426,Bexley 026B,25.6,3.242592 ,30.3,6.7,29.1,45.2,6.4,26.9,70.6,3.6,2.8,11.6,3.6,4
E01000427,Bexley 026C,40.7,3.706228 ,28.3,6.5,40.8,32.1,6.7,45.8,62.7,3,4.8,14.6,5.3,3
E01000457,Bexley 026D,29.8,3.394508 ,26.1,9.8,32.8,26.9,6.3,58.1,62.4,2.4,4.4,12.3,5,10
E01000462,Bexley 026E,46.3,3.835142 ,26.6,9.2,32.2,30.1,5.7,49.8,62.2,3,6.3,13.9,9.7,7
E01000382,Bexley 027A,58.5,4.069027 ,38,6,46.7,42.4,5.5,15.5,64.2,3.5,3.9,10.7,4.2,3
E01000384,Bexley 027B,30,3.401197 ,26.4,6.8,30,38.3,8.4,35.9,66.3,3.8,3.8,12.7,4.7,2
E01000387,Bexley 027C,30.7,3.424263 ,36.4,6.5,44.5,41.9,4.9,11.3,64.4,4.4,5.6,13.3,4,1
E01000428,Bexley 027D,89.3,4.492001 ,20.1,7.3,22.6,18.7,6.9,82.2,57.2,2.3,6.7,17.3,7.1,10
E01000458,Bexley 027E,33.8,3.520461 ,34.9,6.7,48.5,33.4,25.6,32.9,65.2,2.7,3.1,11.8,3.8,1
E01000459,Bexley 027F,31,3.433987 ,26.1,7.3,39.3,23.8,18.5,57.1,59,3.3,4.8,13.8,5.5,3
E01000381,Bexley 028A,205.7,5.326419 ,26.5,7,24.8,38.3,6.5,33.7,64.7,4.3,4.1,14.6,6.6,1
E01000383,Bexley 028B,278.6,5.629777 ,37,7.3,42.2,38.5,16.7,10,63.2,3.1,4.6,15.9,5.6,7
E01000385,Bexley 028C,59.7,4.089332 ,22.7,8.2,16.6,26,2.2,43.6,59.3,2.8,5,13.1,7.3,10
E01000386,Bexley 028D,55.2,4.010963 ,17.3,8.5,14.7,22.2,1.6,63.2,54.4,3.7,6.6,16.9,9.3,9
E01000398,Bexley 029A,23.4,3.152736 ,35.7,8.7,33.2,38.1,2.7,1.8,61.1,3.2,5.4,14.4,6.1,1
E01000399,Bexley 029B,29.2,3.374169 ,36.5,7.6,41.8,39.3,7.5,22.3,62.9,4.2,5.7,14.5,4.8,2
E01000400,Bexley 029C,28.2,3.339322 ,32.9,9.2,36.9,43.7,2.3,20,65.3,3.3,7.9,13.5,4.4,8
E01032566,Bexley 029D,55.4,4.014580 ,26.6,6.4,27.7,35.5,2.2,36.2,59.7,3.6,5.2,15.4,6.3,4
E01000587,Brent 001A,19.8,2.985682 ,33.2,24.9,40.2,36.2,6.9,6.3,61.3,1.5,13.9,12.1,8,5
E01000589,Brent 001B,29.1,3.370738 ,30.9,18.9,36.8,29.7,5,15.5,60.9,1.5,14,12,5.5,2
E01000590,Brent 001C,26.7,3.284664 ,26,17.6,36.4,33.2,2.7,28.8,61.7,2.7,13.6,14,4.9,2
E01000592,Brent 001D,19.8,2.985682 ,27,22.3,32.2,28.6,8.5,26.1,60.8,1.6,14.1,14.3,5.8,4
E01000593,Brent 001E,18.1,2.895912 ,25.3,18.8,21.5,31.3,7.9,29,62.5,1,14,11.5,4.6,0
E01000594,Brent 001F,24.3,3.190476 ,22.6,26.4,30.9,29.4,5.2,30.6,61.1,1.6,14.6,12.4,4.4,2
E01000513,Brent 002A,16.8,2.821379 ,27,21,32.1,36.3,3.8,8.2,60.2,1.4,14.6,10.1,6.3,8
E01000514,Brent 002B,15.7,2.753661 ,22.2,19.6,27.3,38.6,3.7,36.8,66.8,1.4,14.9,8.7,2.6,0
E01000516,Brent 002C,24.6,3.202746 ,26.1,25.5,32.3,32.9,10,24.9,60.1,1.4,19.5,10.7,4.5,15
E01000520,Brent 002D,24.3,3.190476 ,22.9,18.4,26.5,29.7,4.6,52.9,56,2,15.9,13.9,5.3,3
E01000588,Brent 002E,35,3.555348 ,19.7,21.5,21.2,21.4,4.3,35.4,58.2,1.3,14.8,11.4,5.4,12
E01000515,Brent 003A,38.2,3.642836 ,15.4,20.2,14.6,23.1,4.9,73.4,57.1,1,17.2,13.7,5.6,9
E01000517,Brent 003B,22.9,3.131137 ,33.4,22,42,28.1,4,16.6,61,1,15,11.9,4,9
E01000543,Brent 003E,19.6,2.975530 ,26.2,27.6,35.6,25.8,4.2,33.4,57.8,1.2,13.6,11.8,5.3,10
E01000591,Brent 003F,32.3,3.475067 ,25.1,25.5,28.6,24.9,4.7,30.5,55.6,0.9,14.7,12,5.9,7
E01033463,Brent 003G,41.9,3.735286 ,31.8,22.9,42.8,31.7,6.8,6.8,57.8,1.2,13.3,15.9,6.1,7
E01000536,Brent 004A,33.4,3.508556 ,31.4,22.6,42.5,30.7,25,29.1,60.2,0.8,10.9,11.4,3.8,11
E01000538,Brent 004B,39.9,3.686376 ,36.6,17.2,44.1,43.7,43.6,2,64.6,1.4,10.4,10.8,3.4,2
E01000539,Brent 004C,28.4,3.346389 ,32.5,16.2,41.2,32.7,11,26.5,64.7,1,9.3,14,4.9,3
E01000540,Brent 004D,37.6,3.627004 ,36.9,19.7,48.6,36.3,41.7,6.5,62.3,1.2,8.4,13.7,4,2
E01000541,Brent 004E,24.4,3.194583 ,25.1,18.8,27.9,30.5,5.3,46.9,67.1,1.3,13.8,12.7,4.5,8
E01000518,Brent 005A,50,3.912023 ,20.5,18.5,23.3,30.3,4.8,27.5,56.5,2,15.5,12.5,5.9,1
E01000519,Brent 005B,73.3,4.294561 ,18.8,18.9,21.3,27.5,6.5,43.8,54.9,2.2,17.8,12.1,4.9,1
E01000623,Brent 005C,19.1,2.949688 ,27.5,21.1,35.7,32.2,4.4,23.9,60.6,1.8,14,12.5,4,3
E01000624,Brent 005D,26.4,3.273364 ,30.1,18,37.9,38,12.4,12.4,59.3,2.3,16.1,12.4,6.3,1
E01000629,Brent 005E,18.3,2.906901 ,27.4,20.3,32.2,37.4,5.1,19.5,61.7,2,17.7,13,5,0
E01000480,Brent 006A,29.8,3.394508 ,26.7,26.7,35,39.1,54.3,12.4,62.5,1.1,16.9,10.7,3.8,0
E01000484,Brent 006B,31.2,3.440418 ,15.4,16.5,12.5,16.5,9.5,29.4,53.7,2.2,12.3,15,8.3,3
E01000485,Brent 006C,17.8,2.879198 ,21.7,17.4,18.9,25.6,12.1,42.3,59.3,1.8,16.2,12.8,6.7,0
E01000486,Brent 006D,74.4,4.309456 ,29.1,22.9,35.7,32.5,11.3,7.6,60,2.5,15.2,10,4.2,1
E01000487,Brent 006E,30.7,3.424263 ,22.4,20,25.8,22.6,12.8,52.9,60.3,0.9,15.7,13.3,5.2,4
E01000572,Brent 007A,21.5,3.068053 ,26.2,22.3,37.4,34.4,6.4,19.4,62.9,1.4,14.1,9,3,0
E01000573,Brent 007B,23.6,3.161247 ,25.7,23.6,37.6,32.9,6.1,7.1,59.5,1,13.3,11.4,4.3,0
E01000574,Brent 007C,22,3.091042 ,22.9,23.1,36,32.5,4.8,19.8,64.1,1.7,13.9,11.9,3.4,1
E01000575,Brent 007D,27,3.295837 ,23.5,26.2,23.4,27.4,5.3,47.4,64.8,0.8,18.2,9.1,4.5,11
E01000577,Brent 007E,34.6,3.543854 ,16.1,19.7,6.3,14.6,2.7,75.5,56.5,0.9,17.1,10.2,5.2,0
E01000562,Brent 008A,31.2,3.440418 ,35.6,19.6,39.8,38.1,70.4,18.2,63.4,0.8,10.3,11.8,3.6,11
E01000563,Brent 008B,37.5,3.624341 ,38,18.6,44.1,40.9,19.3,6.2,60.9,2,12,12.7,4.6,4
E01000566,Brent 008C,20.9,3.039749 ,32,21.1,39.6,41.5,4.4,7.7,60.4,0.9,13.3,10,5.1,1
E01000568,Brent 008D,80.5,4.388257 ,16.1,11.3,14.5,10.7,4.7,74.1,52.1,0.4,9.9,7.8,2.8,16
E01000569,Brent 008E,37.7,3.629660 ,34.4,21.3,41,44,5.5,1.2,63.5,1.5,10.6,12.4,2.8,1
E01000479,Brent 009A,31.4,3.446808 ,32,20,39.4,39.2,41.7,11.1,58,1,11,12.8,4.5,9
E01000481,Brent 009B,25.4,3.234749 ,18.7,16.2,14.9,18.5,15,73.2,57.2,0.8,14.5,12.4,5.5,2
E01000482,Brent 009C,34.2,3.532226 ,14,19.1,7.1,9,6.9,70.4,52.7,0.9,15.9,11.3,6.2,19
E01000483,Brent 009D,22.6,3.117950 ,12.9,15.7,9.6,17,1.8,72.3,53.8,1.3,16.2,12.4,7.4,14
E01000625,Brent 009E,26.8,3.288402 ,24.4,16,26,28.7,15.3,51,56.8,1.5,14.4,13.6,6.4,6
E01000498,Brent 010B,28.5,3.349904 ,23.2,23.2,34.4,28,9.5,18.1,53.1,1.9,14.8,12.7,4.5,2
E01000622,Brent 010D,62.6,4.136765 ,16.4,16.5,17,24.5,3.8,62.5,61.9,1.4,20.7,13.2,5.2,1
E01000626,Brent 010E,20.7,3.030134 ,10.2,12.9,4.9,10.2,5,51,50.5,1.1,15.2,15.1,7.9,4
E01033464,Brent 010F,24.1,3.182212 ,22.6,24.1,38.1,23.9,7.6,8.1,54.2,1.1,15.9,12.9,5.3,1
E01000497,Brent 011A,30.2,3.407842 ,22.7,19.5,25.6,27.1,10.2,33.8,55.2,2.1,14.6,13.1,5.2,12
E01000499,Brent 011B,52.8,3.966511 ,20.8,23,28.4,19,4.3,35,52.7,1.4,14.4,12.2,6.1,24
E01000501,Brent 011C,16.1,2.778819 ,15.5,10.6,13.8,19.5,2,75.1,53.2,1,15.1,12.8,7.6,1
E01000502,Brent 011D,37.6,3.627004 ,20.5,17,24.9,33.3,8.2,38.1,57.2,2.2,16.4,11.6,3.3,1
E01000503,Brent 011E,40.5,3.701302 ,21.1,19.6,27.7,22.7,10,34.6,59,1.6,15.9,12.9,5.4,0
E01000570,Brent 012A,13.3,2.587764 ,25.1,19.3,22,29.2,5.3,35.3,57,1.4,16.3,12.8,5.8,1
E01000571,Brent 012B,35.2,3.561046 ,26.6,28.5,34.6,34.6,4.7,11.8,54.7,1.2,15,13.5,4.9,7
E01000576,Brent 012C,29.3,3.377588 ,24.2,29.4,35,28.3,7.2,34,60.8,0.8,15.3,13.6,3.2,6
E01000578,Brent 012D,33,3.496508 ,22.2,20.3,31.8,19.7,17.5,57.2,58,1,16.1,14.8,7,2
E01000564,Brent 013A,20.3,3.010621 ,21.5,25.2,22,30.4,4.3,34.5,58.6,0.8,19.9,10.8,2.9,5
E01000565,Brent 013B,18.6,2.923162 ,24.9,18.7,23.1,29.4,9.1,39.2,56.1,1.3,12.3,12.4,5,5
E01000607,Brent 013C,19.6,2.975530 ,18.9,28.9,26.8,36.3,26.7,19.1,57.3,0.9,18.8,10.5,4.2,1
E01000608,Brent 013D,56.8,4.039536 ,15.4,26.2,19.1,24.7,6.6,58.7,58.1,1,18.8,9.5,4.8,13
E01000613,Brent 013E,21.8,3.081910 ,20.2,17.5,12.2,24.6,6.8,68.1,59.9,1.1,13.7,10.8,5,2
E01000506,Brent 014A,29.4,3.380995 ,13.7,19.8,10.7,17.4,3.1,66.9,58.3,1.3,19.9,11,5.7,9
E01000509,Brent 014B,13,2.564949 ,27,26,37,26.3,6.2,12.3,55.4,1.7,17,12.2,6.3,0
E01000510,Brent 014C,17.6,2.867899 ,17.6,25.9,23.6,20.3,4.4,47.6,57.1,2.1,19.6,11.1,4.2,4
E01000511,Brent 014D,16.8,2.821379 ,16.6,23.2,21,26.5,5.1,49,58,1.6,18.8,11.9,4.8,8
E01000627,Brent 014E,22.1,3.095578 ,15.3,20.8,15.5,17.9,4.6,44.1,56.3,1.3,17,12,5.4,18
E01000628,Brent 014F,35.3,3.563883 ,15.8,21.5,20.5,24.3,6.2,45.9,55.7,1.2,16.8,13.1,5.1,20
E01000553,Brent 015A,14.2,2.653242 ,16.4,31,19.5,18,5.3,59.6,59.7,1.3,17.1,11.7,5.1,12
E01000554,Brent 015B,21.7,3.077312 ,19,24,18.3,26.9,3.4,67.6,64.4,1.4,17.2,11,5.2,2
E01000555,Brent 015C,20.7,3.030134 ,22.3,24.8,29.5,27.3,12.6,39.7,62.6,0.8,11.4,9.5,5.5,0
E01000556,Brent 015D,9.8,2.282382 ,15.4,22.1,9.2,6.5,4.8,81.1,62,0.6,18.6,9.6,4.4,17
E01000557,Brent 015E,11.7,2.459589 ,21,25,13.2,16.5,3,82.3,63.9,1.3,14.8,10.2,4.8,3
E01000558,Brent 015F,17.4,2.856470 ,19.2,20.9,17.1,22.7,12.3,76.2,65.5,1,10,10.7,4.8,5
E01000567,Brent 016A,20.6,3.025291 ,23.5,18.3,28.4,32.7,10.8,42.7,61.1,1.4,14.6,10.5,6,0
E01000606,Brent 016B,23.6,3.161247 ,19,21.9,27.5,29.5,4.4,28.7,60.7,1.4,22.9,12.7,5,1
E01000609,Brent 016C,24.8,3.210844 ,20.9,26.7,23.4,32,4.9,34.6,58.4,0.7,18,10.7,4.5,4
E01000611,Brent 016D,12.3,2.509599 ,18.9,27.8,19.8,24.4,6.7,49.1,56.5,1.1,15.9,12.2,6.9,0
E01000615,Brent 017B,66.5,4.197202 ,24.5,19.4,19.5,23.8,2.4,55.5,60.5,1.6,16.1,12.4,4.3,5
E01000617,Brent 017C,27.1,3.299534 ,24.1,27.3,31.4,27.3,4.9,24.7,56.6,1.2,21.1,11.7,5.9,1
E01000618,Brent 017D,18.3,2.906901 ,26,22.4,36.2,32.6,4.7,10.7,54.4,1.6,16.7,15.3,5.3,2
